Year,Region,District,Cycle,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,ADR Name
2019,Upper West,DISTRICT6619,1,3865,996,1983,518,Drowsiness
2019,Upper West,DISTRICT6619,2,4736,1331,853,1279,Drowsiness
2019,Upper West,DISTRICT6619,3,2888,1783,3988,725,Rash
2019,Upper West,DISTRICT6619,4,2552,592,2611,1304,Abdominal pain
2019,Upper West,DISTRICT6619,1,2097,572,1161,1825,Irritability
2019,Upper West,DISTRICT6619,2,6328,1651,1162,686,Vomiting
2019,Upper West,DISTRICT6619,3,2233,1786,3572,1496,Diarrhea
2019,Upper West,DISTRICT6619,4,3131,1920,4061,653,Irritability
2019,Volta,DISTRICT6363,1,5989,762,1127,1021,Vomiting
2019,Volta,DISTRICT6363,2,2294,1613,3800,564,Vomiting
2019,Volta,DISTRICT6363,3,4391,848,2497,1269,Insomnia
2019,Volta,DISTRICT6363,4,9034,1481,1682,812,Itching
2019,Volta,DISTRICT6363,1,1897,1403,3444,645,Nausea
2019,Volta,DISTRICT6363,2,5449,1505,3129,1370,Diarrhea
2019,Volta,DISTRICT6363,3,8166,1157,1045,1441,Abdominal pain
2019,Volta,DISTRICT6363,4,9114,725,2300,1707,Vomiting
2019,Volta,DISTRICT8566,1,1642,1891,1036,1327,Hives
2019,Volta,DISTRICT8566,2,1967,1021,4403,1593,Vomiting
2019,Volta,DISTRICT8566,3,2338,1649,4610,1718,Itching
2019,Volta,DISTRICT8566,4,4430,1948,3021,744,Dizziness
2019,Western,DISTRICT7698,1,2975,1874,4635,1874,Irritability
2019,Western,DISTRICT7698,2,7834,1084,1443,1648,Irritability
2019,Western,DISTRICT7698,3,6462,1740,3119,1845,Dizziness
2019,Western,DISTRICT7698,4,2346,1948,2259,1275,Insomnia
2019,Western,DISTRICT7698,1,6413,1339,3951,1638,Irritability
2019,Western,DISTRICT7698,2,4443,1672,1741,1241,Abdominal pain
2019,Western,DISTRICT7698,3,6434,668,3032,720,Insomnia
2019,Western,DISTRICT7698,4,8309,1481,3088,1903,Irritability
2019,Western,DISTRICT7698,1,5977,822,2820,610,Abdominal pain
2019,Western,DISTRICT7698,2,7357,1567,3986,1826,Drowsiness
2019,Western,DISTRICT7698,3,5333,880,1327,717,Diarrhea
2019,Western,DISTRICT7698,4,3886,702,2120,564,Dizziness
2019,Western,DISTRICT7698,1,3897,1381,939,1902,Hives
2019,Western,DISTRICT7698,2,9269,950,2255,1673,Drowsiness
2019,Western,DISTRICT7698,3,9056,1821,3484,1523,Diarrhea
2019,Western,DISTRICT7698,4,8490,621,1934,1277,Drowsiness
2019,Savannah,DISTRICT7808,1,9569,1825,4524,932,Insomnia
2019,Savannah,DISTRICT7808,2,6075,1565,4080,1156,Irritability
2019,Savannah,DISTRICT7808,3,8689,1657,848,543,Rash
2019,Savannah,DISTRICT7808,4,9825,1728,2635,772,Hives
2019,Savannah,DISTRICT7808,1,4221,958,4528,1855,Rash
2019,Savannah,DISTRICT7808,2,1726,525,4129,825,Irritability
2019,Savannah,DISTRICT7808,3,6304,912,2650,1153,Abdominal pain
2019,Savannah,DISTRICT7808,4,2761,1861,2903,1744,Diarrhea
2019,Bono East,DISTRICT6324,1,1051,1127,2102,1869,Rash
2019,Bono East,DISTRICT6324,2,7160,1660,4887,882,Hives
2019,Bono East,DISTRICT6324,3,8142,1106,942,911,Hives
2019,Bono East,DISTRICT6324,4,8725,1114,1025,1702,Irritability
2019,Oti,DISTRICT3432,1,8205,682,4397,1522,Abdominal pain
2019,Oti,DISTRICT3432,2,1080,537,2103,976,Insomnia
2019,Oti,DISTRICT3432,3,5988,537,2658,989,Abdominal pain
2019,Oti,DISTRICT3432,4,4030,846,1497,1888,Drowsiness
2019,Oti,DISTRICT4414,1,7769,1739,1456,1457,Hives
2019,Oti,DISTRICT4414,2,2698,1205,3921,682,Abdominal pain
2019,Oti,DISTRICT4414,3,2577,1639,1938,1616,Abdominal pain
2019,Oti,DISTRICT4414,4,5976,1840,1983,546,Drowsiness
2019,Oti,DISTRICT2615,1,5257,1433,2610,980,Itching
2019,Oti,DISTRICT2615,2,6405,1396,2577,1556,Diarrhea
2019,Oti,DISTRICT2615,3,8355,1221,4632,1403,Hives
2019,Oti,DISTRICT2615,4,7567,1608,1822,1663,Irritability
2019,Oti,DISTRICT2615,1,5814,743,2612,1656,Nausea
2019,Oti,DISTRICT2615,2,5714,562,808,515,Itching
2019,Oti,DISTRICT2615,3,3059,630,1537,1797,Diarrhea
2019,Oti,DISTRICT2615,4,6715,1335,1573,1533,Nausea
2019,Oti,DISTRICT7842,1,9005,1302,4790,1310,Insomnia
2019,Oti,DISTRICT7842,2,4195,734,2831,1811,Nausea
2019,Oti,DISTRICT7842,3,1324,1194,4452,696,Nausea
2019,Oti,DISTRICT7842,4,3768,1726,1055,1087,Nausea
2019,Oti,DISTRICT7842,1,6497,1393,3094,1018,Irritability
2019,Oti,DISTRICT7842,2,6912,1705,2332,1203,Rash
2019,Oti,DISTRICT7842,3,7946,1092,1980,1132,Itching
2019,Oti,DISTRICT7842,4,3919,1463,1810,1719,Drowsiness
2019,Oti,DISTRICT7842,1,2251,1698,1869,1094,Rash
2019,Oti,DISTRICT7842,2,5263,1873,3773,1671,Itching
2019,Oti,DISTRICT7842,3,3709,1437,1424,655,Drowsiness
2019,Oti,DISTRICT7842,4,2567,1362,1498,964,Nausea
2019,Oti,DISTRICT7842,1,1896,1417,4762,1443,Abdominal pain
2019,Oti,DISTRICT7842,2,9338,1882,2579,1593,Irritability
2019,Oti,DISTRICT7842,3,5383,1675,2102,1051,Nausea
2019,Oti,DISTRICT7842,4,8189,1210,4438,547,Nausea
2019,Oti,DISTRICT7842,1,4625,1905,4551,1736,Irritability
2019,Oti,DISTRICT7842,2,9124,1899,1234,577,Insomnia
2019,Oti,DISTRICT7842,3,7898,1457,4522,1381,Insomnia
2019,Oti,DISTRICT7842,4,4677,1753,2737,638,Insomnia
2019,Oti,DISTRICT1181,1,6563,743,939,1757,Abdominal pain
2019,Oti,DISTRICT1181,2,4925,1167,4015,1747,Dizziness
2019,Oti,DISTRICT1181,3,8659,576,2578,977,Itching
2019,Oti,DISTRICT1181,4,4595,908,2633,1564,Nausea
2019,Oti,DISTRICT1181,1,9547,1757,2753,850,Hives
2019,Oti,DISTRICT1181,2,8573,1732,3423,1613,Hives
2019,Oti,DISTRICT1181,3,3624,523,4322,1206,Itching
2019,Oti,DISTRICT1181,4,1813,819,2754,812,Insomnia
2019,Oti,DISTRICT1181,1,8288,1126,2729,1852,Dizziness
2019,Oti,DISTRICT1181,2,3082,1985,3620,1247,Nausea
2019,Oti,DISTRICT1181,3,8275,1878,1430,1121,Diarrhea
2019,Oti,DISTRICT1181,4,5207,1505,4531,1993,Irritability
2019,Oti,DISTRICT1181,1,7356,1484,3982,791,Insomnia
2019,Oti,DISTRICT1181,2,7326,1611,3142,1608,Itching
2019,Oti,DISTRICT1181,3,2387,1874,2325,1082,Irritability
2019,Oti,DISTRICT1181,4,6034,1209,1678,1626,Dizziness
2019,Oti,DISTRICT1181,1,1762,1368,3740,1652,Diarrhea
2019,Oti,DISTRICT1181,2,1357,1200,1096,529,Dizziness
2019,Oti,DISTRICT1181,3,3116,1745,3685,593,Vomiting
2019,Oti,DISTRICT1181,4,2350,1665,1668,1798,Itching
2019,Ahafo,DISTRICT7972,1,8502,710,4610,637,Drowsiness
2019,Ahafo,DISTRICT7972,2,2354,1765,4426,1498,Insomnia
2019,Ahafo,DISTRICT7972,3,7039,1729,3790,857,Vomiting
2019,Ahafo,DISTRICT7972,4,5734,1895,4495,1939,Diarrhea
2019,Ahafo,DISTRICT7972,1,2441,814,2523,1839,Nausea
2019,Ahafo,DISTRICT7972,2,5568,623,2651,1416,Irritability
2019,Ahafo,DISTRICT7972,3,1390,1031,3901,1791,Vomiting
2019,Ahafo,DISTRICT7972,4,7501,1099,4437,1682,Diarrhea
2019,Ahafo,DISTRICT8383,1,9211,1446,1521,1057,Diarrhea
2019,Ahafo,DISTRICT8383,2,1564,1567,4931,1127,Insomnia
2019,Ahafo,DISTRICT8383,3,2542,849,1275,640,Drowsiness
2019,Ahafo,DISTRICT8383,4,5857,596,2389,997,Itching
2019,Ahafo,DISTRICT2651,1,1169,1903,2628,1581,Drowsiness
2019,Ahafo,DISTRICT2651,2,6122,1868,1345,1982,Itching
2019,Ahafo,DISTRICT2651,3,5312,1883,1405,1841,Nausea
2019,Ahafo,DISTRICT2651,4,2687,1853,1148,1073,Diarrhea
2019,Ahafo,DISTRICT2651,1,6468,614,2917,1356,Drowsiness
2019,Ahafo,DISTRICT2651,2,7636,1365,1792,1328,Nausea
2019,Ahafo,DISTRICT2651,3,8135,1876,4086,1756,Hives
2019,Ahafo,DISTRICT2651,4,9820,1712,2753,1804,Diarrhea
2019,Ahafo,DISTRICT2651,1,4105,1106,1959,1780,Hives
2019,Ahafo,DISTRICT2651,2,3648,1933,4741,1945,Diarrhea
2019,Ahafo,DISTRICT2651,3,4859,1693,825,1775,Rash
2019,Ahafo,DISTRICT2651,4,7728,555,1088,1720,Irritability
2019,Ahafo,DISTRICT2656,1,3891,1694,1363,1569,Abdominal pain
2019,Ahafo,DISTRICT2656,2,6313,1750,4899,1031,Hives
2019,Ahafo,DISTRICT2656,3,4853,551,3151,1926,Nausea
2019,Ahafo,DISTRICT2656,4,5639,1284,2392,771,Drowsiness
2019,Ahafo,DISTRICT2656,1,2243,955,841,1821,Drowsiness
2019,Ahafo,DISTRICT2656,2,2405,1902,844,1107,Abdominal pain
2019,Ahafo,DISTRICT2656,3,2503,1841,4245,1276,Hives
2019,Ahafo,DISTRICT2656,4,5419,1133,4939,1152,Rash
2019,Ahafo,DISTRICT2656,1,3015,1360,886,1107,Itching
2019,Ahafo,DISTRICT2656,2,4012,1353,1830,1180,Nausea
2019,Ahafo,DISTRICT2656,3,9802,855,3500,1723,Drowsiness
2019,Ahafo,DISTRICT2656,4,8830,913,4045,576,Vomiting
2019,Ahafo,DISTRICT2656,1,6606,1215,3889,1973,Irritability
2019,Ahafo,DISTRICT2656,2,6020,1858,4007,1959,Nausea
2019,Ahafo,DISTRICT2656,3,4151,1102,1758,1700,Itching
2019,Ahafo,DISTRICT2656,4,3565,1576,2105,1437,Insomnia
2019,Western North,DISTRICT1568,1,9880,1446,4654,594,Abdominal pain
2019,Western North,DISTRICT1568,2,5275,1340,3296,1198,Vomiting
2019,Western North,DISTRICT1568,3,4573,531,1625,635,Rash
2019,Western North,DISTRICT1568,4,3091,514,2341,1606,Diarrhea
2019,Western North,DISTRICT6212,1,8896,1408,4660,1710,Rash
2019,Western North,DISTRICT6212,2,6147,1495,2687,1479,Itching
2019,Western North,DISTRICT6212,3,6712,1227,1973,1733,Drowsiness
2019,Western North,DISTRICT6212,4,9241,558,4983,624,Diarrhea
2019,Western North,DISTRICT6212,1,2443,654,1618,1410,Drowsiness
2019,Western North,DISTRICT6212,2,6934,1346,4433,617,Itching
2019,Western North,DISTRICT6212,3,8225,830,1531,1377,Abdominal pain
2019,Western North,DISTRICT6212,4,8535,1842,3878,600,Diarrhea
2019,Western North,DISTRICT6212,1,9705,1879,3337,1295,Diarrhea
2019,Western North,DISTRICT6212,2,5056,705,4630,1621,Drowsiness
2019,Western North,DISTRICT6212,3,3665,1148,2339,1607,Rash
2019,Western North,DISTRICT6212,4,2676,501,3813,608,Dizziness
2019,Western North,DISTRICT6212,1,4289,1282,4071,674,Abdominal pain
2019,Western North,DISTRICT6212,2,4175,1885,4670,1585,Itching
2019,Western North,DISTRICT6212,3,4713,1756,3959,1419,Drowsiness
2019,Western North,DISTRICT6212,4,7818,1596,1104,532,Diarrhea
2019,Western North,DISTRICT6212,1,9021,744,4912,634,Vomiting
2019,Western North,DISTRICT6212,2,9688,1346,1631,892,Rash
2019,Western North,DISTRICT6212,3,1022,723,3996,1845,Nausea
2019,Western North,DISTRICT6212,4,4882,1752,3123,1460,Diarrhea
2019,Western North,DISTRICT6982,1,4043,663,4967,917,Abdominal pain
2019,Western North,DISTRICT6982,2,4531,1448,3505,965,Hives
2019,Western North,DISTRICT6982,3,4561,899,4353,1629,Vomiting
2019,Western North,DISTRICT6982,4,8608,1745,2688,942,Nausea
2019,Western North,DISTRICT6982,1,6637,1582,1280,1072,Irritability
2019,Western North,DISTRICT6982,2,1012,709,3257,1037,Diarrhea
2019,Western North,DISTRICT6982,3,8849,1849,1590,1194,Rash
2019,Western North,DISTRICT6982,4,2637,1154,2051,1915,Vomiting
2019,Western North,DISTRICT6982,1,6437,657,3095,886,Rash
2019,Western North,DISTRICT6982,2,9440,1222,4909,1675,Nausea
2019,Western North,DISTRICT6982,3,5516,1253,4285,1573,Itching
2019,Western North,DISTRICT6982,4,2285,771,2630,678,Vomiting
2019,Western North,DISTRICT6982,1,8824,703,2852,1175,Rash
2019,Western North,DISTRICT6982,2,1788,897,4466,931,Diarrhea
2019,Western North,DISTRICT6982,3,3936,1040,2892,1271,Rash
2019,Western North,DISTRICT6982,4,4042,1224,3357,1835,Dizziness
2019,Western North,DISTRICT6982,1,8372,1860,3852,1527,Nausea
2019,Western North,DISTRICT6982,2,6536,1333,4234,1537,Diarrhea
2019,Western North,DISTRICT6982,3,1680,938,3631,1194,Diarrhea
2019,Western North,DISTRICT6982,4,2289,1184,1489,1433,Nausea
2019,Western North,DISTRICT2732,1,7911,597,877,1453,Diarrhea
2019,Western North,DISTRICT2732,2,2323,1868,3312,1637,Drowsiness
2019,Western North,DISTRICT2732,3,5660,1748,2520,740,Irritability
2019,Western North,DISTRICT2732,4,1751,1686,948,1064,Rash
2019,North East,DISTRICT7952,1,9718,758,2882,692,Drowsiness
2019,North East,DISTRICT7952,2,4910,1858,4439,1701,Dizziness
2019,North East,DISTRICT7952,3,6008,1459,1681,653,Abdominal pain
2019,North East,DISTRICT7952,4,7791,1781,1197,1876,Vomiting
2019,North East,DISTRICT7952,1,3100,1979,2041,1067,Irritability
2019,North East,DISTRICT7952,2,8307,982,3476,525,Drowsiness
2019,North East,DISTRICT7952,3,9567,1298,3362,1591,Hives
2019,North East,DISTRICT7952,4,9281,1011,3605,1137,Diarrhea
2019,North East,DISTRICT7952,1,3292,1649,3760,1200,Irritability
2019,North East,DISTRICT7952,2,4295,1356,1223,1166,Irritability
2019,North East,DISTRICT7952,3,8971,1608,3340,852,Dizziness
2019,North East,DISTRICT7952,4,8695,821,3515,1178,Drowsiness
2019,North East,DISTRICT8216,1,2771,1479,2157,1186,Insomnia
2019,North East,DISTRICT8216,2,4333,1258,4706,1311,Vomiting
2019,North East,DISTRICT8216,3,2891,579,2190,930,Insomnia
2019,North East,DISTRICT8216,4,9295,1469,3030,1811,Hives
2019,North East,DISTRICT8216,1,9005,1347,1581,1352,Abdominal pain
2019,North East,DISTRICT8216,2,8801,570,1082,675,Vomiting
2019,North East,DISTRICT8216,3,3997,1146,3518,1167,Dizziness
2019,North East,DISTRICT8216,4,8328,1821,1434,828,Irritability
2019,North East,DISTRICT8216,1,2701,658,2658,580,Dizziness
2019,North East,DISTRICT8216,2,1536,804,2745,1587,Hives
2019,North East,DISTRICT8216,3,2667,1544,2175,1365,Vomiting
2019,North East,DISTRICT8216,4,8858,924,2434,1337,Abdominal pain
2019,North East,DISTRICT8216,1,8547,1182,3740,1093,Dizziness
2019,North East,DISTRICT8216,2,1533,605,4429,725,Nausea
2019,North East,DISTRICT8216,3,2660,931,3752,1588,Dizziness
2019,North East,DISTRICT8216,4,4637,793,3210,1921,Rash
2019,North East,DISTRICT8216,1,3235,1560,1820,1521,Drowsiness
2019,North East,DISTRICT8216,2,2846,1365,2014,851,Abdominal pain
2019,North East,DISTRICT8216,3,1728,707,1169,746,Diarrhea
2019,North East,DISTRICT8216,4,2373,544,2528,1028,Insomnia
2019,North East,DISTRICT8581,1,7271,1451,803,1622,Vomiting
2019,North East,DISTRICT8581,2,2859,1187,2718,1739,Rash
2019,North East,DISTRICT8581,3,2398,959,3805,785,Irritability
2019,North East,DISTRICT8581,4,9797,889,2605,598,Rash
2019,North East,DISTRICT4825,1,7357,666,1166,824,Nausea
2019,North East,DISTRICT4825,2,8015,846,4583,1767,Irritability
2019,North East,DISTRICT4825,3,8217,1631,1740,1689,Abdominal pain
2019,North East,DISTRICT4825,4,2527,1689,4382,1559,Nausea
2019,North East,DISTRICT4825,1,7851,1880,3202,1196,Insomnia
2019,North East,DISTRICT4825,2,1077,1620,1869,1683,Drowsiness
2019,North East,DISTRICT4825,3,7930,1536,900,1343,Rash
2019,North East,DISTRICT4825,4,5924,1944,1085,1440,Insomnia
2019,North East,DISTRICT4825,1,3205,1912,1185,1981,Drowsiness
2019,North East,DISTRICT4825,2,6256,1468,1060,1525,Insomnia
2019,North East,DISTRICT4825,3,2941,1639,4499,1637,Hives
2019,North East,DISTRICT4825,4,7829,815,2812,735,Dizziness
2019,North East,DISTRICT4825,1,6227,971,2155,872,Dizziness
2019,North East,DISTRICT4825,2,6375,1739,4049,1097,Diarrhea
2019,North East,DISTRICT4825,3,8993,1787,4584,994,Nausea
2019,North East,DISTRICT4825,4,5318,1610,2724,1327,Dizziness
2019,North East,DISTRICT4825,1,5087,1192,3082,1094,Itching
2019,North East,DISTRICT4825,2,1709,612,1306,789,Irritability
2019,North East,DISTRICT4825,3,4786,1390,1022,788,Nausea
2019,North East,DISTRICT4825,4,4411,815,3455,1685,Insomnia
2019,North East,DISTRICT4671,1,5124,802,3353,1820,Nausea
2019,North East,DISTRICT4671,2,7138,1660,1542,1926,Vomiting
2019,North East,DISTRICT4671,3,2164,661,2468,1437,Diarrhea
2019,North East,DISTRICT4671,4,3918,905,4670,1486,Hives
2019,North East,DISTRICT4671,1,7132,1881,3662,1012,Abdominal pain
2019,North East,DISTRICT4671,2,6216,1616,2914,1611,Itching
2019,North East,DISTRICT4671,3,5004,989,4847,1960,Drowsiness
2019,North East,DISTRICT4671,4,3718,1857,3285,1695,Irritability
2019,North East,DISTRICT4671,1,2377,1331,1647,1370,Dizziness
2019,North East,DISTRICT4671,2,2432,774,4338,987,Hives
2019,North East,DISTRICT4671,3,1884,1096,3526,1579,Drowsiness
2019,North East,DISTRICT4671,4,7297,835,3655,655,Vomiting
2019,North East,DISTRICT4671,1,5433,908,2421,907,Dizziness
2019,North East,DISTRICT4671,2,4103,691,2947,1782,Abdominal pain
2019,North East,DISTRICT4671,3,9377,1496,4375,1330,Abdominal pain
2019,North East,DISTRICT4671,4,8338,1327,4244,929,Drowsiness
2019,North East,DISTRICT4671,1,7588,804,4317,815,Hives
2019,North East,DISTRICT4671,2,5587,813,4506,1999,Vomiting
2019,North East,DISTRICT4671,3,8830,782,2279,706,Dizziness
2019,North East,DISTRICT4671,4,3876,728,1616,1909,Diarrhea
2020,Ashanti,DISTRICT6064,1,2989,1348,2906,826,Abdominal pain
2020,Ashanti,DISTRICT6064,2,9423,1256,2686,520,Vomiting
2020,Ashanti,DISTRICT6064,3,3464,1018,2409,1251,Irritability
2020,Ashanti,DISTRICT6064,4,4266,1395,882,695,Rash
2020,Ashanti,DISTRICT6064,1,6905,1320,3118,721,Drowsiness
2020,Ashanti,DISTRICT6064,2,1680,1839,3485,1297,Itching
2020,Ashanti,DISTRICT6064,3,5055,1832,4291,842,Hives
2020,Ashanti,DISTRICT6064,4,4113,1430,2717,1428,Rash
2020,Ashanti,DISTRICT6064,1,6151,1246,3985,1264,Insomnia
2020,Ashanti,DISTRICT6064,2,5883,1083,4132,1142,Hives
2020,Ashanti,DISTRICT6064,3,6955,1663,4598,666,Irritability
2020,Ashanti,DISTRICT6064,4,5243,1745,809,1513,Rash
2020,Brong Ahafo,DISTRICT4047,1,1917,1326,3354,1958,Hives
2020,Brong Ahafo,DISTRICT4047,2,1889,1585,2318,1403,Itching
2020,Brong Ahafo,DISTRICT4047,3,4561,1568,2636,1087,Abdominal pain
2020,Brong Ahafo,DISTRICT4047,4,9257,1730,3260,1111,Hives
2020,Brong Ahafo,DISTRICT4047,1,3118,1414,1615,1388,Diarrhea
2020,Brong Ahafo,DISTRICT4047,2,9734,1562,3374,517,Rash
2020,Brong Ahafo,DISTRICT4047,3,4747,1864,2252,834,Abdominal pain
2020,Brong Ahafo,DISTRICT4047,4,1084,799,3700,1988,Irritability
2020,Brong Ahafo,DISTRICT4047,1,7938,1803,3305,1471,Itching
2020,Brong Ahafo,DISTRICT4047,2,8627,532,3743,1039,Insomnia
2020,Brong Ahafo,DISTRICT4047,3,3084,1331,4272,1233,Hives
2020,Brong Ahafo,DISTRICT4047,4,5498,594,2727,1671,Drowsiness
2020,Brong Ahafo,DISTRICT4047,1,9481,1364,2086,1274,Itching
2020,Brong Ahafo,DISTRICT4047,2,3945,1315,1188,1043,Irritability
2020,Brong Ahafo,DISTRICT4047,3,8517,1279,3336,1462,Itching
2020,Brong Ahafo,DISTRICT4047,4,1301,1479,1677,1607,Itching
2020,Brong Ahafo,DISTRICT9905,1,3195,1701,2667,1061,Itching
2020,Brong Ahafo,DISTRICT9905,2,7478,1049,3265,1906,Insomnia
2020,Brong Ahafo,DISTRICT9905,3,8402,1226,2889,1010,Irritability
2020,Brong Ahafo,DISTRICT9905,4,2306,1210,3594,1172,Itching
2020,Brong Ahafo,DISTRICT9905,1,1887,1434,2398,1416,Abdominal pain
2020,Brong Ahafo,DISTRICT9905,2,9060,1514,3920,828,Insomnia
2020,Brong Ahafo,DISTRICT9905,3,7159,1948,3106,1425,Nausea
2020,Brong Ahafo,DISTRICT9905,4,2116,1551,3255,1343,Irritability
2020,Brong Ahafo,DISTRICT9905,1,6858,1334,3721,753,Rash
2020,Brong Ahafo,DISTRICT9905,2,7789,1435,4546,1780,Itching
2020,Brong Ahafo,DISTRICT9905,3,9707,926,2139,741,Rash
2020,Brong Ahafo,DISTRICT9905,4,7687,1175,1751,765,Diarrhea
2020,Brong Ahafo,DISTRICT9905,1,9773,1287,2315,1370,Abdominal pain
2020,Brong Ahafo,DISTRICT9905,2,7098,984,1537,1682,Diarrhea
2020,Brong Ahafo,DISTRICT9905,3,2058,958,4436,1773,Itching
2020,Brong Ahafo,DISTRICT9905,4,3028,992,4599,579,Vomiting
2020,Brong Ahafo,DISTRICT4750,1,2646,966,4438,1165,Diarrhea
2020,Brong Ahafo,DISTRICT4750,2,6584,1970,4881,1503,Diarrhea
2020,Brong Ahafo,DISTRICT4750,3,1740,1908,2174,850,Drowsiness
2020,Brong Ahafo,DISTRICT4750,4,3084,1010,1081,1393,Hives
2020,Brong Ahafo,DISTRICT4750,1,2404,1884,4765,1727,Dizziness
2020,Brong Ahafo,DISTRICT4750,2,7429,1409,2522,900,Diarrhea
2020,Brong Ahafo,DISTRICT4750,3,3722,1771,1408,781,Abdominal pain
2020,Brong Ahafo,DISTRICT4750,4,1885,1742,2082,1673,Diarrhea
2020,Brong Ahafo,DISTRICT4750,1,5230,727,1283,1382,Abdominal pain
2020,Brong Ahafo,DISTRICT4750,2,2017,1636,900,1060,Vomiting
2020,Brong Ahafo,DISTRICT4750,3,5184,1888,3604,518,Diarrhea
2020,Brong Ahafo,DISTRICT4750,4,6913,1878,2462,1853,Rash
2020,Brong Ahafo,DISTRICT4750,1,3470,564,1492,649,Nausea
2020,Brong Ahafo,DISTRICT4750,2,7272,1658,3765,727,Itching
2020,Brong Ahafo,DISTRICT4750,3,1966,1773,2584,1691,Irritability
2020,Brong Ahafo,DISTRICT4750,4,3350,1501,1897,1878,Nausea
2020,Brong Ahafo,DISTRICT4750,1,9052,1245,1812,1624,Vomiting
2020,Brong Ahafo,DISTRICT4750,2,6109,563,2678,810,Irritability
2020,Brong Ahafo,DISTRICT4750,3,7081,1422,3142,1959,Drowsiness
2020,Brong Ahafo,DISTRICT4750,4,4508,1720,3246,567,Irritability
2020,Brong Ahafo,DISTRICT3626,1,1877,1007,4018,1670,Abdominal pain
2020,Brong Ahafo,DISTRICT3626,2,4136,1412,973,1581,Drowsiness
2020,Brong Ahafo,DISTRICT3626,3,1284,1240,4326,764,Abdominal pain
2020,Brong Ahafo,DISTRICT3626,4,8586,1978,1066,907,Rash
2020,Central,DISTRICT4820,1,4392,1056,1661,952,Irritability
2020,Central,DISTRICT4820,2,2266,1445,928,552,Vomiting
2020,Central,DISTRICT4820,3,4516,592,801,1238,Nausea
2020,Central,DISTRICT4820,4,5317,1131,3221,755,Dizziness
2020,Central,DISTRICT2316,1,1713,958,3760,678,Hives
2020,Central,DISTRICT2316,2,9208,760,3543,983,Irritability
2020,Central,DISTRICT2316,3,8289,1638,4137,1338,Dizziness
2020,Central,DISTRICT2316,4,6792,917,4300,1098,Drowsiness
2020,Central,DISTRICT2316,1,9849,1975,1247,1412,Abdominal pain
2020,Central,DISTRICT2316,2,5890,1601,3025,1386,Vomiting
2020,Central,DISTRICT2316,3,1894,1355,886,910,Irritability
2020,Central,DISTRICT2316,4,9646,1826,4547,1525,Itching
2020,Central,DISTRICT8605,1,5272,1966,1829,1252,Itching
2020,Central,DISTRICT8605,2,6963,805,4559,1890,Insomnia
2020,Central,DISTRICT8605,3,8273,816,2734,1416,Rash
2020,Central,DISTRICT8605,4,6697,1406,3098,769,Irritability
2020,Central,DISTRICT8605,1,9088,1579,4636,1091,Dizziness
2020,Central,DISTRICT8605,2,8960,576,2103,1508,Vomiting
2020,Central,DISTRICT8605,3,3452,1805,1751,1430,Abdominal pain
2020,Central,DISTRICT8605,4,7276,550,2105,664,Nausea
2020,Central,DISTRICT8605,1,9917,1026,1025,905,Rash
2020,Central,DISTRICT8605,2,9831,1446,3677,1593,Diarrhea
2020,Central,DISTRICT8605,3,9049,959,1747,1814,Abdominal pain
2020,Central,DISTRICT8605,4,2847,1151,2243,826,Insomnia
2020,Central,DISTRICT8605,1,5191,1853,4974,1151,Hives
2020,Central,DISTRICT8605,2,1372,1472,3058,1215,Rash
2020,Central,DISTRICT8605,3,7853,1267,1591,704,Abdominal pain
2020,Central,DISTRICT8605,4,7999,1067,965,859,Dizziness
2020,Central,DISTRICT8665,1,2353,1224,4086,1532,Abdominal pain
2020,Central,DISTRICT8665,2,2298,847,2047,1403,Itching
2020,Central,DISTRICT8665,3,1696,576,4098,1667,Vomiting
2020,Central,DISTRICT8665,4,5492,1896,3595,553,Diarrhea
2020,Central,DISTRICT9773,1,6757,1445,3222,638,Rash
2020,Central,DISTRICT9773,2,7993,1746,4435,636,Itching
2020,Central,DISTRICT9773,3,2151,1850,1441,1396,Drowsiness
2020,Central,DISTRICT9773,4,7897,712,1115,915,Dizziness
2020,Central,DISTRICT9773,1,5442,1081,2150,1773,Dizziness
2020,Central,DISTRICT9773,2,3436,1145,3216,1781,Irritability
2020,Central,DISTRICT9773,3,1346,798,1106,1201,Nausea
2020,Central,DISTRICT9773,4,2937,870,1030,1276,Itching
2020,Central,DISTRICT9773,1,8214,1211,4026,753,Nausea
2020,Central,DISTRICT9773,2,3647,993,4550,995,Itching
2020,Central,DISTRICT9773,3,6670,1198,1013,1914,Itching
2020,Central,DISTRICT9773,4,7239,1073,2905,999,Rash
2020,Central,DISTRICT9773,1,8398,1084,1918,1739,Vomiting
2020,Central,DISTRICT9773,2,4431,1500,2890,1285,Rash
2020,Central,DISTRICT9773,3,4467,1336,3617,1879,Diarrhea
2020,Central,DISTRICT9773,4,6513,1270,2089,733,Abdominal pain
2020,Central,DISTRICT9773,1,2229,881,4305,1754,Abdominal pain
2020,Central,DISTRICT9773,2,1046,881,2160,1567,Nausea
2020,Central,DISTRICT9773,3,8498,1602,3098,538,Hives
2020,Central,DISTRICT9773,4,8355,705,4403,1100,Vomiting
2020,Eastern,DISTRICT133,1,5960,660,2542,963,Irritability
2020,Eastern,DISTRICT133,2,5611,1483,3433,1759,Rash
2020,Eastern,DISTRICT133,3,8961,1412,2728,1117,Abdominal pain
